Food_name,Calories,Protein,Carbohydrates,Fats,Meal_type,is_vegan,is_vegetarian,Food_type
Vegetarian chili with cornbread,186,6.3,186,22,Dinner,FALSE,TRUE,Global
Vegan stir-fry with brown rice,17,5,22,43,Dinner,TRUE,TRUE,Global
Steak with sweet potato and broccoli,730,21,72,54,Dinner,FALSE,FALSE,Global
Quinoa and vegetable bowl,294,27,30,11,Dinner,TRUE,TRUE,Global
Vegan chili with cornbread,390,4,45,8,Dinner,TRUE,TRUE,Global
Vegan pasta with vegetables and sauce,1670,40.4,47.5,50,Dinner,TRUE,TRUE,Global
Chickpea and vegetable curry,710,28,300,29,Dinner,TRUE,TRUE,Global
Vegetable stir-fry with tofu,597,3.4,59,25,Dinner,TRUE,TRUE,Global
Chicken breast with steamed vegetables,100,31,28,31,Dinner,FALSE,FALSE,Global
Vegan chili,500,28,140,7,Dinner,TRUE,TRUE,Global
Lentil pasta with vegetables,715,19,11,44,Dinner,TRUE,TRUE,Global
Steak with roasted vegetables,1507,93.1,196,93.1,Dinner,TRUE,TRUE,Global
Chicken stir-fry with brown rice,510,26,52,52,Dinner,FALSE,FALSE,Global
Vegetarian chili with brown rice,219,22,23.6,11,Dinner,FALSE,TRUE,Global
Chicken and vegetable stir-fry with brown rice,670,57.3,98,26,Dinner,FALSE,FALSE,Global
Tofu stir-fry with brown rice and vegetables,411,28,44,17,Dinner,TRUE,TRUE,Global
Chicken breast with sweet potato and green beans,72,28,25,1.6,Dinner,FALSE,FALSE,Global
Vegan pasta with vegetables and tomato sauce,440,28,44,22,Dinner,TRUE,TRUE,Global
Black bean burgers with sweet potato fries,1021,87,254,82,Dinner,FALSE,FALSE,Global
Tofu stir-fry with brown rice noodles,663,2.5,43.3,19.3,Dinner,TRUE,TRUE,Global
Steak with sweet potato and asparagus,409,11,30,10,Dinner,FALSE,FALSE,Global
Vegetable stir-fry with tofu and brown rice,780,61,15,22,Dinner,TRUE,TRUE,Global
Chicken breast with brown rice and vegetables,760,76,17,35.2,Dinner,FALSE,FALSE,Global
Black bean burgers with salad,468,38,61,21,Dinner,FALSE,FALSE,Global
Lentil and vegetable curry with brown rice,395,30,70,16,Dinner,TRUE,TRUE,Global
Lentil pasta with marinara sauce,206,25,206,16,Dinner,TRUE,TRUE,Global
Turkey meatballs with steamed vegetables,480,47,18,20,Dinner,FALSE,FALSE,Global
Steak with sweet potato fries,741,80,38,42,Dinner,FALSE,FALSE,Global
Lentil soup with whole-wheat bread,1160,41,140,28,Dinner,TRUE,TRUE,Global
Chickpea curry with brown rice,440,27,44,5,Dinner,TRUE,TRUE,Global
Lentil stew with whole-wheat bread,784,58,104,50,Dinner,TRUE,TRUE,Global
Chicken breast with roasted vegetables,422,42,42,10,Dinner,FALSE,FALSE,Global
Tofu stir-fry with brown rice,1140,11,10,31,Dinner,TRUE,TRUE,Global
Beef stew with brown rice,773,7.2,35,43,Dinner,FALSE,FALSE,Global
Vegan chili with brown rice,666,30,216,34,Dinner,TRUE,TRUE,Global
Vegan pasta with marinara sauce,729,20,70,43,Dinner,TRUE,TRUE,Global
Fish with roasted vegetables,541,53,541,10,Dinner,FALSE,FALSE,Global
Black bean burgers on whole-wheat buns,989,10.8,27,10,Dinner,FALSE,FALSE,Global
Grilled salmon with roasted vegetables,708,50,45,26,Dinner,FALSE,FALSE,Global
Lentil stew with brown rice,690,44,20.5,16,Dinner,TRUE,TRUE,Global
Salmon with sweet potato and broccoli,534,55,40,40,Dinner,FALSE,FALSE,Global
Tuna with quinoa and roasted vegetables,1759,165,184.5,63.6,Dinner,TRUE,TRUE,Global
Steak with baked potato and green beans,489,22,52,42,Dinner,TRUE,TRUE,Global
Vegetarian lasagna with salad,871,67,110,33,Dinner,FALSE,TRUE,Global
Salmon with roasted vegetables and quinoa,600,28,25,40,Dinner,FALSE,FALSE,Global
Steak with baked potato and broccoli,709,71,10.8,53,Dinner,FALSE,FALSE,Global
Lentil and vegetable stew,352,7,42,19,Dinner,TRUE,TRUE,Global
Beef stir-fry with brown rice,909,66,57,122,Dinner,FALSE,FALSE,Global
Beef stew with whole grain bread,140,11,56,21,Dinner,FALSE,FALSE,Global
Chickpea and vegetable pasta,180,42,76,70,Dinner,TRUE,TRUE,Global
Salmon with steamed vegetables,1191,63.2,1191,44,Dinner,FALSE,FALSE,Global
Steak with sweet potato and green beans,460,27,46,12,Dinner,TRUE,TRUE,Global
Salmon with roasted sweet potatoes,482,48,482,48,Dinner,FALSE,FALSE,Global
Chickpea and vegetable curry with brown rice,1080,30,78,45.5,Dinner,TRUE,TRUE,Global
Steak with mashed potatoes and green beans,2310,61,280,70,Dinner,TRUE,TRUE,Global
Lentil and vegetable soup with whole-wheat bread,14,14,60.05,4,Dinner,TRUE,TRUE,Global
Lentil soup with whole wheat bread,950,3,45,6,Dinner,TRUE,TRUE,Global
Quinoa salad with roasted vegetables,1044,25,66,66,Dinner,TRUE,TRUE,Global
Lentil and vegetable stew with brown rice,520,21,115,30,Dinner,TRUE,TRUE,Global
Tuna salad sandwich on whole-wheat bread,40,40,20,40,Dinner,FALSE,FALSE,Global
Chicken breast with roasted vegetables and sweet potato,443,17,443,44,Dinner,FALSE,FALSE,Global
Grilled chicken with roasted vegetables,215,85,45,28,Dinner,FALSE,FALSE,Global
Quinoa bowl with roasted chickpeas and vegetables,165,21,21,21,Dinner,TRUE,TRUE,Global
Lentil pasta with tomato sauce,1220,2.1,1220,29,Dinner,TRUE,TRUE,Global
Turkey chili with sweet potato,1430,143,40,50,Dinner,FALSE,FALSE,Global
Chicken breast with sweet potato and broccoli,154,45,54,45,Dinner,FALSE,FALSE,Global
Quinoa bowl with roasted vegetables and chickpeas,1046,27,76,28,Dinner,TRUE,TRUE,Global
Black bean burger on whole-wheat bun with avocado,1220,21,87,50,Dinner,FALSE,FALSE,Global
Tofu stir-fry with vegetables,379,10,18,22,Dinner,TRUE,TRUE,Global
Chickpea and vegetable pasta bake,760,28,260,48,Dinner,TRUE,TRUE,Global
Tofu and vegetable stir-fry,573,34.3,130,17,Dinner,TRUE,TRUE,Global
Lentil and vegetable curry with rice,486,36,86,22,Dinner,TRUE,TRUE,Global
Chickpea and vegetable stew,376,28,44,30,Dinner,TRUE,TRUE,Global
Black bean burgers with avocado,523,42,17,24.8,Dinner,FALSE,FALSE,Global
Grilled chicken breast with quinoa and steamed vegetables,626,65,20,32,Dinner,FALSE,FALSE,Global
Black bean burgers with roasted sweet potatoes and a green salad,691,35,250,13,Dinner,FALSE,FALSE,Global
Vegan pasta with marinara sauce and a side salad,210,14,20,33,Dinner,TRUE,TRUE,Global
Lentil soup with a side of whole-wheat bread,190,19,120,19,Dinner,TRUE,TRUE,Global
Vegetable frittata,482,28.3,110,23,Dinner,TRUE,TRUE,Global
Chickpea pasta with tomato sauce and spinach,539,40,52,42,Dinner,TRUE,TRUE,Global
Vegetable curry with brown rice,358,28,62,4,Dinner,TRUE,TRUE,Global
Fish with steamed broccoli,240,56,98,14,Dinner,FALSE,FALSE,Global
Salmon with roasted vegetables and brown rice,420,48,32,16,Dinner,FALSE,FALSE,Global
Lentil pasta with tomato sauce and vegetables,1068,4,180,15,Dinner,TRUE,TRUE,Global
Steak with sweet potato fries and a side salad,527,27,30,26,Dinner,FALSE,FALSE,Global
Chickpea pasta with marinara sauce and vegetables,565,42,200,28,Dinner,TRUE,TRUE,Global
Salmon with roasted vegetables and sweet potato,562.96,28.46,28.46,23.8,Dinner,FALSE,FALSE,Global
Turkey meatballs with whole-wheat pasta,687,46.2,202,23.6,Dinner,FALSE,FALSE,Global
Lentil and vegetable stew with whole-wheat bread,450,3.6,18,16.5,Dinner,TRUE,TRUE,Global
Steak with roasted vegetables and brown rice,639,4,100,4,Dinner,TRUE,TRUE,Global
Chicken breast with steamed vegetables and brown rice,452,28,45,17.9,Dinner,FALSE,FALSE,Global
Grilled salmon with quinoa and roasted vegetables,1190,36,74,47,Dinner,FALSE,FALSE,Global
Vegan black bean burgers on whole wheat buns,820,38,64,40,Dinner,TRUE,TRUE,Global
Grilled chicken with sweet potato and broccoli,819,27,400,68,Dinner,FALSE,FALSE,Global
Lentil stew with whole wheat bread,403,18,23,2.8,Dinner,TRUE,TRUE,Global
Baked chicken with roasted vegetables,700,55,64,27,Dinner,FALSE,FALSE,Global
Steak with sweet potatoes and broccoli,1202,273,30,49,Dinner,FALSE,FALSE,Global
Tuna salad with whole-wheat bread,141,16,91,7,Dinner,FALSE,FALSE,Global
Lentil stew with whole-grain bread,440,19,20,40,Dinner,TRUE,TRUE,Global
Steak with roasted vegetables and sweet potato,292,47,270,32,Dinner,TRUE,TRUE,Global
Chickpea pasta with vegetable sauce,660,40,115,46,Dinner,TRUE,TRUE,Global
Chicken stir fry with brown rice and vegetables,491,28,491,50,Dinner,FALSE,FALSE,Global
Black bean soup with whole-grain bread,140,28,40,11,Dinner,FALSE,FALSE,Global
Lentil soup with whole-grain bread,1770,17,220,50,Dinner,TRUE,TRUE,Global
Vegan lentil stew,885,22,188,50,Dinner,TRUE,TRUE,Global
Salmon with vegetables,590,59,59,59,Dinner,FALSE,FALSE,Global
Chickpea pasta with marinara sauce,760,30,85,18,Dinner,TRUE,TRUE,Global
Quinoa salad with grilled chicken,503,22,219,21,Dinner,FALSE,FALSE,Global
Tofu and vegetable stir-fry with brown rice,293,10,69,61,Dinner,TRUE,TRUE,Global
Grilled chicken salad with quinoa,514,39,170,47,Dinner,FALSE,FALSE,Global
Steak with baked potato and salad,420,60,42,42,Dinner,FALSE,FALSE,Global
Vegetable lasagna with salad,1246,28.2,1246,12,Dinner,TRUE,TRUE,Global
Chickpea pasta with tomato sauce and vegetables,834,28,155,16,Dinner,TRUE,TRUE,Global
Salmon with quinoa and steamed vegetables,1023,102,95,8,Dinner,FALSE,FALSE,Global
Chicken breast with roasted vegetables and quinoa,192,52,24,39,Dinner,FALSE,FALSE,Global
Roast beef with mashed potatoes and peas,451,45,70,24,Dinner,FALSE,FALSE,Global
Black bean burgers on wholegrain buns,847,21,94,55,Dinner,FALSE,FALSE,Global
Chicken breast with vegetables,565,47,220,55,Dinner,FALSE,FALSE,Global
Beef and vegetable skewers with sweet potato fries,105,8.9,36,31,Dinner,FALSE,FALSE,Global
Vegan chili with whole grain bread,420,12,81,5,Dinner,TRUE,TRUE,Global
Vegan pasta with vegetables and cashew cream sauce,425,52,150,30,Dinner,TRUE,TRUE,Global
Quinoa salad with grilled vegetables,500,1,14,14,Dinner,TRUE,TRUE,Global
Vegan pizza with vegetables and cashew cheese,711,43,356,22,Dinner,TRUE,TRUE,Global
Fish with roasted vegetables and quinoa,513,54,67,38,Dinner,FALSE,FALSE,Global
Chicken and vegetable stir-fry,420,23.1,43,32,Dinner,FALSE,FALSE,Global
Lentil and vegetable stew with whole wheat bread,580,20.6,98,16,Dinner,TRUE,TRUE,Global
Tempeh stir-fry with brown rice,767,52,304,11,Dinner,FALSE,FALSE,Global
Black bean burger with sweet potato fries,540,46,40,23,Dinner,FALSE,FALSE,Global
Chicken breast with baked potato,803,27.4,270,31,Dinner,FALSE,FALSE,Global
Salmon with quinoa and steamed broccoli,120,20,12,42,Dinner,FALSE,FALSE,Global
Baked chicken with sweet potato and green beans,1040,104,249,60,Dinner,FALSE,FALSE,Global
Steak with quinoa and steamed broccoli,680,90,48,18,Dinner,FALSE,FALSE,Global
Baked fish with steamed vegetables,678,29,23,5,Dinner,FALSE,FALSE,Global
Vegetarian chili,660,20,72,19,Dinner,FALSE,TRUE,Global
Vegan lasagna,1079,13.1,54,13,Dinner,TRUE,TRUE,Global
Turkey chili with cornbread,496,79,37,49,Dinner,FALSE,FALSE,Global
Turkey meatballs with spaghetti squash,340,66,34,21,Dinner,FALSE,FALSE,Global
Salmon with asparagus and sweet potato,392,47,46,4,Dinner,FALSE,FALSE,Global
Bean and vegetable burrito,10,1.6,15.4,10,Dinner,TRUE,TRUE,Global
Bean burgers with sweet potato fries,540,28,41,43,Dinner,FALSE,FALSE,Global
Black bean burgers with brown rice and roasted vegetables,441,45,37,42,Dinner,TRUE,TRUE,Global
Vegetable stir-fry with quinoa,702,17,30,5,Dinner,TRUE,TRUE,Global
Turkey chili with whole-wheat bread,330,23,25,23,Dinner,FALSE,FALSE,Global
Lentil loaf with roasted vegetables,160,4,32,4,Dinner,TRUE,TRUE,Global
Vegetarian lasagna with a side salad,14,14,31,14,Dinner,FALSE,TRUE,Global
Vegan pasta with marinara sauce and vegetables,12,17,132,25,Dinner,TRUE,TRUE,Global
Chickpea pasta with tomato sauce,170,20,24,5,Dinner,TRUE,TRUE,Global
Bean burrito with brown rice,250,16.5,30,21,Dinner,FALSE,FALSE,Global
Lentil soup with whole grain bread,55,28,57,28,Dinner,TRUE,TRUE,Global
Lentil stew with whole grain bread,421,2.3,67,17.7,Dinner,TRUE,TRUE,Global
Lentil and vegetable soup with whole grain bread,346,2,59,52,Dinner,TRUE,TRUE,Global
Lentil stew with vegetables and brown rice,302,23.4,11.2,16,Dinner,TRUE,TRUE,Global
Bean and vegetable stir-fry with brown rice,180,6,180,9,Dinner,TRUE,TRUE,Global
Turkey chili with whole grain bread,50,23,16,14,Dinner,FALSE,FALSE,Global
Chicken Stir-Fry with Brown Rice,238,16.5,156,3,Dinner,FALSE,FALSE,Global
Lentil Soup with Whole Wheat Bread,640,50,18,7,Dinner,TRUE,TRUE,Global
Salmon with Roasted Sweet Potatoes,710,16.3,72,19,Dinner,FALSE,FALSE,Global
Black Bean Burgers on Whole Wheat Buns,560,21.9,55,10,Dinner,FALSE,FALSE,Global
Grilled Steak with Sweet Potato Fries,1440,4,56,37,Dinner,FALSE,FALSE,Global
Salmon with roasted sweet potatoes and broccoli,500,42,42,27,Dinner,FALSE,FALSE,Global
Steak with sweet potato fries and mixed greens,2168,120,269,120,Dinner,FALSE,FALSE,Global
Beef with sweet potato and green beans,491,2,245,5,Dinner,FALSE,FALSE,Global
Lentil pasta with vegan pesto sauce,188,18,19,13,Dinner,TRUE,TRUE,Global
Chicken breast with quinoa and vegetables,623,65,100,46,Dinner,FALSE,FALSE,Global
Vegan burgers with sweet potato fries,412,28,41,15,Dinner,TRUE,TRUE,Global
Steak with baked potato,365,85,510,51,Dinner,FALSE,FALSE,Global
Chicken breast with broccoli and sweet potato,516,64,150,15,Dinner,FALSE,FALSE,Global
Tofu and quinoa bowl,439,10.5,194,72,Dinner,TRUE,TRUE,Global
Vegetable curry,297,24.1,24,9.1,Dinner,TRUE,TRUE,Global
Beef and broccoli stir-fry,436,6.1,41,15.8,Dinner,FALSE,FALSE,Global
Baked salmon with veggies,290,29,17,37,Dinner,FALSE,FALSE,Global
Pasta with marinara sauce,788,28,78,28,Dinner,FALSE,FALSE,Global
Pasta with marinara sauce and veggies,835,120,250,34,Dinner,FALSE,TRUE,Global
Greek yogurt with fruit,150,10,20,5,Snack,TRUE,TRUE,Global
Apple with almond butter,180,4,30,8,Snack,FALSE,FALSE,Global
Trail mix,300,8,34,20,Snack,FALSE,FALSE,Global
Banana with peanut butter,210,5,30,9,Snack,TRUE,TRUE,Global
Fruit and nut mix,250,6,28,15,Snack,TRUE,TRUE,Global
Hummus and veggie wrap,200,7,25,10,Snack,FALSE,TRUE,Global
Protein shake,200,20,10,5,Snack,FALSE,FALSE,Global
Cottage cheese with fruit,160,14,12,5,Snack,TRUE,TRUE,Global
Energy bar,220,10,25,8,Snack,FALSE,FALSE,Global
Fruit and veggie sticks,100,2,20,1,Snack,TRUE,TRUE,Global
Trail mix with nuts and seeds,350,10,40,25,Snack,TRUE,TRUE,Global
Fruit salad with yogurt,150,4,25,7,Snack,TRUE,TRUE,Global
Popcorn,100,3,15,5,Snack,FALSE,FALSE,Global
Smoothie with protein powder,200,20,30,2,Snack,FALSE,FALSE,Global
Fruit and nuts,180,6,30,8,Snack,TRUE,TRUE,Global
Protein bar,250,8,30,12,Snack,FALSE,FALSE,Global
Apple with peanut butter,180,4,30,8,Snack,TRUE,TRUE,Global
Trail mix with nuts and dried fruit,350,10,40,25,Snack,TRUE,TRUE,Global
Greek yogurt with fruit and granola,200,12,30,6,Snack,TRUE,TRUE,Global
Banana with almond butter,210,5,30,9,Snack,FALSE,FALSE,Global
Mixed nuts and seeds,200,6,20,15,Snack,TRUE,TRUE,Global
Apple slices with peanut butter,180,4,30,8,Snack,TRUE,TRUE,Global
Fruit smoothie,150,2,35,1,Snack,TRUE,TRUE,Global
Apple slices with almond butter,180,6,30,8,Snack,FALSE,FALSE,Global
Fruit and cheese,200,10,15,10,Snack,TRUE,TRUE,Global
Fruit and yogurt,150,10,20,5,Snack,TRUE,TRUE,Global
Fruit salad with nuts,150,4,25,7,Snack,TRUE,TRUE,Global
Protein shake with banana,200,20,30,2,Snack,FALSE,FALSE,Global
Energy bar with nuts and seeds,250,8,30,12,Snack,TRUE,TRUE,Global
Smoothie with protein powder and fruit,180,6,30,8,Snack,TRUE,TRUE,Global
Mixed nuts,180,6,30,8,Snack,TRUE,TRUE,Global
Greek yogurt with nuts and seeds,180,6,30,8,Snack,TRUE,TRUE,Global
Trail mix with almonds and dried fruit,350,10,40,25,Snack,TRUE,TRUE,Global
Fruit salad with nuts and seeds,150,4,25,7,Snack,TRUE,TRUE,Global
Protein shake with fruit,200,20,10,5,Snack,TRUE,TRUE,Global
Trail mix with dried fruit and nuts,180,6,30,8,Snack,TRUE,TRUE,Global
Vegetable sticks with hummus,180,6,30,8,Snack,TRUE,TRUE,Global
Greek yogurt with fruit and nuts,180,6,30,8,Snack,TRUE,TRUE,Global
Hummus with vegetables,180,6,30,8,Snack,TRUE,TRUE,Global
Trail mix with nuts and dried fruits,180,6,30,8,Snack,TRUE,TRUE,Global
Greek yogurt with berries,150,10,20,5,Snack,FALSE,TRUE,Global
Low-fat Greek yogurt with berries,180,6,30,8,Snack,FALSE,TRUE,Global
Raw vegetables and hummus,180,6,30,8,Snack,TRUE,TRUE,Global
Celery sticks with peanut butter,180,6,30,8,Snack,TRUE,TRUE,Global
Fruit salad,150,4,25,7,Snack,TRUE,TRUE,Global
Trail mix with almonds and dried cranberries,180,6,30,8,Snack,FALSE,FALSE,Global
Protein bar with nuts,180,6,30,8,Snack,TRUE,TRUE,Global
Carrot sticks with hummus,180,6,30,8,Snack,FALSE,FALSE,Global
Greek yogurt with berries and granola,180,6,30,8,Snack,FALSE,TRUE,Global
String cheese with crackers,180,6,30,8,Snack,FALSE,TRUE,Global
Protein shake with milk and banana,180,6,30,8,Snack,FALSE,FALSE,Global
Fruit smoothie with almond milk,180,6,30,8,Snack,TRUE,TRUE,Global
Greek yogurt with granola,180,6,30,8,Snack,FALSE,TRUE,Global
Protein shake with almond butter,180,6,30,8,Snack,FALSE,FALSE,Global
Peanut butter and banana sandwich,180,6,30,8,Snack,TRUE,TRUE,Global
Popcorn with a sprinkle of cinnamon,180,6,30,8,Snack,FALSE,FALSE,Global
Fruit and nut smoothie,200,8,35,5,Snack,TRUE,TRUE,Global
Protein shake with fruit and spinach,180,6,30,8,Snack,TRUE,TRUE,Global
Protein smoothie with almond milk and banana,200,20,30,2,Snack,FALSE,FALSE,Global
Nuts and seeds,180,6,30,8,Snack,TRUE,TRUE,Global
Mixed nuts and dried fruit,180,6,30,8,Snack,TRUE,TRUE,Global
Fruit and vegetable smoothie,180,6,30,8,Snack,TRUE,TRUE,Global
Whole-grain crackers with hummus,180,6,30,8,Snack,FALSE,FALSE,Global
Hummus with carrots and cucumber,180,6,30,8,Snack,FALSE,FALSE,Global
Fruit smoothie with plant-based milk,180,6,30,8,Snack,TRUE,TRUE,Global
Fruit with yogurt,150,10,20,5,Snack,TRUE,TRUE,Global
Almonds,180,6,30,8,Snack,FALSE,FALSE,Global
Yogurt with fruit and granola,180,6,30,8,Snack,TRUE,TRUE,Global
Fruit and vegetable salad,180,6,30,8,Snack,TRUE,TRUE,Global
Fruit with nut butter,180,4,30,8,Snack,TRUE,TRUE,Global
Banana,180,6,30,8,Snack,FALSE,FALSE,Global
Rice cakes with peanut butter,180,6,30,8,Snack,TRUE,TRUE,Global
Trail mix ,180,6,30,8,Snack,FALSE,FALSE,Global
Popcorn with a touch of olive oil,180,6,30,8,Snack,FALSE,FALSE,Global
Almond milk with banana and chia seeds,180,6,30,8,Snack,FALSE,FALSE,Global
Hummus with wholegrain crackers,180,6,30,8,Snack,FALSE,FALSE,Global
Yogurt with fruit,180,6,30,8,Snack,TRUE,TRUE,Global
Yogurt parfait with granola,180,6,30,8,Snack,FALSE,TRUE,Global
Fruit with nuts,180,6,30,8,Snack,TRUE,TRUE,Global
Fruit with cottage cheese,160,14,12,5,Snack,TRUE,TRUE,Global
Almonds with dried fruit,180,6,30,8,Snack,TRUE,TRUE,Global
Protein shake with fruit and greens,180,6,30,8,Snack,TRUE,TRUE,Global
Dark chocolate with almonds,180,6,30,8,Snack,FALSE,FALSE,Global
Yogurt with granola,180,6,30,8,Snack,FALSE,TRUE,Global
Protein smoothie,180,6,30,8,Snack,FALSE,FALSE,Global
Protein smoothie with fruit,180,6,30,8,Snack,TRUE,TRUE,Global
Fruit with almonds,200,6,20,15,Snack,TRUE,TRUE,Global
Popcorn with a sprinkle of parmesan cheese,180,6,30,8,Snack,FALSE,TRUE,Global
Protein shake with fruit ,180,6,30,8,Snack,TRUE,TRUE,Global
Fruit and yogurt ,180,6,30,8,Snack,TRUE,TRUE,Global
Protein shake with fruit and nuts,180,6,30,8,Snack,TRUE,TRUE,Global
Protein shake with fruit and nuts ,180,6,30,8,Snack,TRUE,TRUE,Global
Popcorn with nutritional yeast,180,6,30,8,Snack,TRUE,TRUE,Global
Greek yogurt with protein powder,180,6,30,8,Snack,FALSE,TRUE,Global
Protein smoothie with banana and spinach,180,6,30,8,Snack,FALSE,FALSE,Global
Hummus and veggie wraps,180,6,30,8,Snack,FALSE,TRUE,Global
Fruit and vegetables,180,6,30,8,Snack,TRUE,TRUE,Global
Fruit salad with Greek yogurt,180,6,30,8,Snack,TRUE,TRUE,Global
Fruit with almond butter,180,6,30,8,Snack,TRUE,TRUE,Global
Fruit with nuts and seeds,200,6,20,15,Snack,TRUE,TRUE,Global
Popcorn with a sprinkle of nutritional yeast,100,3,15,5,Snack,TRUE,TRUE,Global
Apple with Peanut Butter,180,6,30,8,Snack,TRUE,TRUE,Global
Mixed Nuts and Dried Fruits,180,6,30,8,Snack,TRUE,TRUE,Global
Yogurt Parfait with Granola,180,6,30,8,Snack,FALSE,TRUE,Global
Fruit Salad with Coconut Yogurt,180,6,30,8,Snack,TRUE,TRUE,Global
Protein Shake with Banana,180,6,30,8,Snack,FALSE,FALSE,Global
Greek yogurt with almonds and fruit,180,6,30,8,Snack,TRUE,TRUE,Global
Hummus and veggie sticks,180,6,30,8,Snack,FALSE,TRUE,Global
Trail mix with dried fruit,180,6,30,8,Snack,TRUE,TRUE,Global
Hummus and vegetable sticks,180,6,30,8,Snack,TRUE,TRUE,Global
Hummus and veggies,180,6,30,8,Snack,FALSE,TRUE,Global
Greek yogurt with nuts,180,6,30,8,Snack,TRUE,TRUE,Global
Capati,300,9,46.6,8.6,Breakfast,TRUE,FALSE,Local
Dosai,147,4.8,27.36,2.08,Breakfast,TRUE,FALSE,Local
Kuih-Teow Bandung,540,17.1,57.6,27,Breakfast,FALSE,FALSE,Local
Kuih-Teow Goreng,321,9.35,36.21,15.47,Breakfast,FALSE,TRUE,Local
Mee Bandung,549,20.25,54.45,27.9,Breakfast,FALSE,FALSE,Local
Mee Kari,529,11.89,36.9,36.9,Breakfast,FALSE,FALSE,Local
Mee Goreng,281,9.31,40.63,9.01,Breakfast,FALSE,TRUE,Local
Mee Sup,383,20.27,42.23,14.64,Breakfast,FALSE,FALSE,Local
Mee-Hoon Bandung,491,13.95,56.7,22.95,Breakfast,FALSE,FALSE,Local
Mee-Hoon Goreng,294,7.31,40.63,11.39,Breakfast,FALSE,TRUE,Local
Nasi Ayam,278,16.1,46,3.22,Lunch,FALSE,FALSE,Local
Nasi Lemak,389,9.66,58.19,13.11,Breakfast,FALSE,FALSE,Local
Nasi Dagang,507,8,91.5,12.25,Breakfast,FALSE,FALSE,Local
Nasi Goreng,637,16.17,86.79,25.08,Breakfast,FALSE,FALSE,Local
Nasi Minyak,436,7.6,73.75,12.25,Lunch,FALSE,FALSE,Local
Roti Canai,307,6.65,45.5,10.26,Breakfast,FALSE,TRUE,Local
Roti Telur,356,12.42,46.17,13.5,Breakfast,FALSE,TRUE,Local
Goreng Daging Lembu (4 pcs),576,52.87,31.96,26.35,Dinner,FALSE,FALSE,Local
Daging Lembu Masak Merah (4pcs),265,17.34,23.8,11.22,Dinner,FALSE,FALSE,Local
Kari Daging Lembu,259,26.28,15.48,10.26,Dinner,FALSE,FALSE,Local
Rendang Daging Lembu,253,18.2,7.8,16.5,Dinner,FALSE,FALSE,Local
Satay Daging Lembu (10 stick),360,30.6,33.15,11.7,Dinner,FALSE,FALSE,Local
Ayam Goreng,283,22.4,3.6,19.9,Lunch,FALSE,FALSE,Local
Kari Ayam,203,17,2.9,13.7,Lunch,FALSE,FALSE,Local
Ayam Kurma,175,12.4,1.2,13.4,Lunch,FALSE,FALSE,Local
Satay Ayam (10 stick),365,28.35,19.05,19.35,Dinner,FALSE,FALSE,Local
Kari Kambing,185,15.5,0.6,13.4,Lunch,FALSE,FALSE,Local
Ikan Tilapia Goreng Berlada,294,23.9,9,18,Lunch,FALSE,FALSE,Local
Ikan Tilapia Masak Lemak,190,14.5,0.9,14.3,Lunch,FALSE,FALSE,Local
Ikan Bawal Hitam Goreng,225,31.5,1.6,10.3,Lunch,FALSE,FALSE,Local
Ikan Bawal Hitam Goreng Berlada,242,24.3,3.4,14.6,Lunch,FALSE,FALSE,Local
Ikan Sembilang Goreng,254,28.7,2.8,14.2,Lunch,FALSE,FALSE,Local
Sotong Kecil Sambal,148,13.3,6.3,7.7,Lunch,FALSE,FALSE,Local
Ikan Cincaru Masak Cuka,193,26.3,1.4,9.1,Lunch,FALSE,FALSE,Local
Ikan Cincaru Goreng Berlada,215,18.3,7.1,12.6,Lunch,FALSE,FALSE,Local
Ikan Kembong Goreng,274,31,5.4,14.3,Breakfast,FALSE,FALSE,Local
Ikan Kembong Masak Kicap,261,17.8,10.6,16.4,Lunch,FALSE,FALSE,Local
Ikan Kembong Goreng Berlada,336,19.4,1.2,28.2,Lunch,FALSE,FALSE,Local
Ikan Merah Masak Asam,230,21,8,12.7,Lunch,FALSE,FALSE,Local
Ikan Merah Goreng Berlada,260,33.5,1.2,13.5,Dinner,FALSE,FALSE,Local
Ikan Merah Masak Lemak,251,19,2.8,18.2,Dinner,FALSE,FALSE,Local
Udang Kecil Sambal,200,16.2,1.1,14.5,Dinner,FALSE,FALSE,Local
Ikan Haruan Kering Goreng,408,46.4,25.4,13.4,Dinner,FALSE,FALSE,Local
Ikan Tenggiri Goreng,331,39.3,3.5,17.7,Dinner,FALSE,FALSE,Local
Ikan tenggiri Goreng Berlada,286,22.4,1.4,21.2,Dinner,FALSE,FALSE,Local
Ikan Pari Masak Asam Pedas,245,26.6,3.6,13.8,Dinner,FALSE,FALSE,Local
Ikan Kerisi Goreng Berlada,339,26.5,5.3,23.5,Dinner,FALSE,FALSE,Local
Ikan Kerisi Masak Kicap,231,25.2,3.6,12.9,Dinner,FALSE,FALSE,Local
Ikan Tongkol Masak Lemak,119,15.7,6.1,3.5,Dinner,FALSE,FALSE,Local
Ikan Selar Kuning Masak Asam Pedas,265,18.6,6.3,18.4,Dinner,FALSE,FALSE,Local
Paleo Effect Asian-Glazed Pork Sides A Sweet & Crispy Appetizer,650.02,54.74,8.63,44.06,Snack,FALSE,FALSE,Local
Asian Cauliflower Fried "Rice" From 'Nom Nom Paleo',650.01,25.4,34.48,45.61,Lunch,FALSE,TRUE,Local
